,text_id,source_tokens,target_tokens,labels
2954,AbstRCT_mixed_29510792,"Aortic systolic pressure and augmentation index, assessed by radial artery oscillatory tonometry, were unaffected by CPAP but decreased after AZT and AZT plus CPAP (RM-ANOVA P = .030 and .031, respectively).","AZT reduced blood pressure, vascular stiffness, and sleep-disordered breathing in patients with OSA and comorbid hypertension.",Support
2955,AbstRCT_mixed_29510792,"AZT reduced blood pressure, vascular stiffness, and sleep-disordered breathing in patients with OSA and comorbid hypertension.",Carbonic anhydrase inhibition may constitute a potential target for drug therapy in patients with sleep apnea and comorbid hypertension.,Support
2956,AbstRCT_mixed_29104121,Most (41-80%) experienced ≥1 AE during the study with the majority of AEs mild or moderate in severity.,"Vesatolimod was safe and well-tolerated in patients with CHB, demonstrating consistent dose-dependent pharmacodynamic induction of ISG15 without significant systemic induction of IFNα expression or related symptoms.",Support
2957,AbstRCT_mixed_29104121,"ISG15 induction was dose-dependent and consistent after repeat dosing, returning closer to baseline by one week after treatment at all dose levels;","Vesatolimod was safe and well-tolerated in patients with CHB, demonstrating consistent dose-dependent pharmacodynamic induction of ISG15 without significant systemic induction of IFNα expression or related symptoms.",Support
2958,AbstRCT_mixed_29104121,no patient demonstrated significant serum interferon alpha (IFNα) expression at any timepoint evaluated.,"Vesatolimod was safe and well-tolerated in patients with CHB, demonstrating consistent dose-dependent pharmacodynamic induction of ISG15 without significant systemic induction of IFNα expression or related symptoms.",Support
2959,AbstRCT_mixed_29608107,"Compared with SMBG, CGM use improved hypoglycemia-related confidence in social situations (P = 0.016) and confidence in more broadly avoiding serious problems due to hypoglycemia (P = 0.0020).","CGM reduced time in both nocturnal and daytime hypoglycemia in persons with type 1 diabetes treated with MDI and improved hypoglycemia-related confidence, especially in social situations, thus contributing to greater well-being and quality of life.",Support
2960,AbstRCT_mixed_29608107,"For the corresponding glucose cutoffs, daytime hypoglycemia was reduced by 40% (29 vs. 49 min, P < 0.001) and 54% (8 vs. 18 min., P < 0.001), respectively.","CGM reduced time in both nocturnal and daytime hypoglycemia in persons with type 1 diabetes treated with MDI and improved hypoglycemia-related confidence, especially in social situations, thus contributing to greater well-being and quality of life.",Support
2961,AbstRCT_mixed_29608107,"Time with nocturnal hypoglycemia, glucose levels <70 mg/dL was reduced by 48% (10.2 vs. 19.6 min each night, P < 0.001) and glucose levels <54 mg/dL by 65%. (3.1 vs. 8.9 min, P < 0.001).","CGM reduced time in both nocturnal and daytime hypoglycemia in persons with type 1 diabetes treated with MDI and improved hypoglycemia-related confidence, especially in social situations, thus contributing to greater well-being and quality of life.",Support
2962,AbstRCT_mixed_28912358,No major adverse events occurred and biochemical markers were similarly safe with both treatments.,COC plus spironolactone was more effective than metformin for symptoms of PCOS showing similar safety and overall neutral effects on cardiometabolic risk factors.,Support
2963,AbstRCT_mixed_28912358,"No differences were found in frequencies of abnormal glucose tolerance (OR: 1.7, 95% CI: 0.7-4.4), dyslipidemia (OR: 0.6, 95% CI: 0.2-1.8) or hypertension (OR: 0.3, 95% CI: 0.5-2.0).",COC plus spironolactone was more effective than metformin for symptoms of PCOS showing similar safety and overall neutral effects on cardiometabolic risk factors.,Support
2964,AbstRCT_mixed_28912358,"Menstrual dysfunction was less frequent with COC plus spironolactone (OR: 0.06, 95% CI: 0.02-0.23).",COC plus spironolactone was more effective than metformin for symptoms of PCOS showing similar safety and overall neutral effects on cardiometabolic risk factors.,Support
2965,AbstRCT_mixed_28912358,"Compared with metformin, COC plus spironolactone caused larger decreases in hirsutism score (mean difference 4.6 points, 95% CI: 2.6-6.7), total testosterone (1.1 nmol/L, 0.4-1.7), free testosterone (25 pmol/L, 12-39), androstenedione (5.5 nmol/L, 1.8-9.2) and dehydroepiandrosterone sulfate (2.7 μmol/L, 1.4-4.0).",COC plus spironolactone was more effective than metformin for symptoms of PCOS showing similar safety and overall neutral effects on cardiometabolic risk factors.,Support
2966,AbstRCT_mixed_28874133,Changes in WHO functional class and Borg dyspnoea score and incidence of clinical worsening did not differ.,"Sildenafil, in addition to stable (≥3 months) bosentan therapy, had no benefit over placebo for 12-week change from baseline in 6MWD.",Support
2967,AbstRCT_mixed_28874133,"In sildenafil versus placebo arms, week-12 6MWD increases were similar (least squares mean difference [sildenafil-placebo], -2.4 m [90% CI: -21.8 to 17.1 m]; P = 0.6); mean ± SD changes from baseline were 26.4 ± 45.7 versus 11.8 ± 57.4 m, respectively, in IPAH (65% of population) and -18.3 ± 82.0 versus 17.5 ± 59.1 m in APAH-CTD (35% of population).","Sildenafil, in addition to stable (≥3 months) bosentan therapy, had no benefit over placebo for 12-week change from baseline in 6MWD.",Support
2968,AbstRCT_mixed_29565948,"In a previous study of patients with peripheral arterial disease (PAD), 40 mg BID treatment led to a statistically significant reduction in reported pain, similar trends were observed at the end of the trial period for most of the pain questionnaires used in the study.","The ability to alleviate pain with BID treatment of SR-nitrite offers promise for a new non-addictive, non-sedating treatment of chronic pain and warrants further study.",Support
2969,AbstRCT_mixed_29565948,There were no reports of treatment-related headaches.,Sustained release sodium nitrite prevents the prevalent reports of headaches by patients treated with an immediate release formulation of sodium nitrite.,Support
2970,AbstRCT_mixed_29601076,"Older age was also associated with greater risk of syncope, hypotension, and falls, but there was no age-by-treatment interaction for any of the SAE outcomes.","Participants randomized to intensive SBP control had greater risk of hypotension and possibly syncope, but not falls.",Support
2971,AbstRCT_mixed_29601076,"Randomization to intensive SBP control was associated with greater risk of an SAE involving hypotension (hazard ratio (HR) = 1.67, 95% confidence interval (CI) = 1.21-2.32, P = .002), and possibly syncope (HR = 1.32, 95% CI = 0.98-1.79, P = .07), but not falls (HR = 0.98, 95% CI = 0.75-1.29, P = .90).","Participants randomized to intensive SBP control had greater risk of hypotension and possibly syncope, but not falls.",Support
2972,AbstRCT_mixed_28370419,No patients developed additional resistance mutations throughout the study period.,"TDF monotherapy was efficacious and safe for up to 144 weeks, providing an increasing rate of virologic response in heavily pretreated patients with multidrug-resistant HBV.",Support
2973,AbstRCT_mixed_28370419,"At week 144, 19 patients who had HBV DNA levels >60 IU/mL qualified for genotypic resistance analysis, and 6 retained some of their baseline resistance mutations of HBV.","TDF monotherapy was efficacious and safe for up to 144 weeks, providing an increasing rate of virologic response in heavily pretreated patients with multidrug-resistant HBV.",Support
2974,AbstRCT_mixed_28370419,"Transient virologic breakthrough occurred in 6 patients, which was due to poor drug adherence.","TDF monotherapy was efficacious and safe for up to 144 weeks, providing an increasing rate of virologic response in heavily pretreated patients with multidrug-resistant HBV.",Support
2975,AbstRCT_mixed_28370419,"Serum HBV DNA <15 IU/mL at week 48, the primary efficacy endpoint, was achieved in 66.3% in the TDF-TDF group and 68.0% in the TDF/ETV-TDF group (P = 0.80).","TDF monotherapy was efficacious and safe for up to 144 weeks, providing an increasing rate of virologic response in heavily pretreated patients with multidrug-resistant HBV.",Support
2976,AbstRCT_mixed_28370419,"At week 144, the proportion with HBV DNA <15 IU/mL increased to 74.5%, which was significantly higher compared with that at week 48 (P = 0.03), without a significant difference between groups (P = 0.46).","TDF monotherapy was efficacious and safe for up to 144 weeks, providing an increasing rate of virologic response in heavily pretreated patients with multidrug-resistant HBV.",Support
2977,AbstRCT_mixed_29116050,"LAM-based treatment was associated with a higher probability of virologic breakthrough and genotypic resistance (21.4% and 19.6%, respectively) than ETV (1.6% and 0.1%, respectively) (P<0.0001).","Consistent with clinical trial results, ETV was more effective than LAM-based treatments in a real-world setting, with treatment modification being relatively low in ETV-treated patients.",Support
2978,AbstRCT_mixed_29116050,"At week 52, the virologic response rate was higher with ETV than with LAM-based treatment (77.0% versus 61.4%, P<0.0001).","Consistent with clinical trial results, ETV was more effective than LAM-based treatments in a real-world setting, with treatment modification being relatively low in ETV-treated patients.",Support
2979,AbstRCT_mixed_29116050,"Overall, 6.6% of patients modified their initial treatment, with ETV having lower rates of treatment modification than other major NUCs (P<0.05).","Consistent with clinical trial results, ETV was more effective than LAM-based treatments in a real-world setting, with treatment modification being relatively low in ETV-treated patients.",Support
2980,AbstRCT_mixed_28898281,"By ITT analysis, HBV reactivation was 0% (0/33) in the study group and 10.7% (3/28) in the observation group (p = 0.091).","In patients with hematological malignancy and resolved hepatitis B infection receiving RTX-based regimens, HBV reactivation did not occur in patients given TDF prophylaxis.",Support
2981,AbstRCT_mixed_29596950,"In instrumental variable analysis estimating effects among the subgroup of participants who attended any GLI visits, the effect of GLI attendance was 2.30% weight loss at six months (95% CI, 0.30-4.30%; P = 0.02), and 2.07% weight loss at 12 months (95% CI, 0.25-3.88%; P = 0.02).","Among adults with type 2 diabetes, a group-based lifestyle intervention in a community-based setting achieved modest weight loss at 6 and 12 months.",Support
2982,AbstRCT_mixed_29596950,but this result did not achieve statistical significance (P = 0.054).,"At 12 months, there was a 0.30% (3.3 mmol/mol) reduction in hemoglobin A1c,",Attack
2983,AbstRCT_mixed_29596950,"In the primary intention-to-treat analysis, the effect of GLI encouragement was 0.95% weight loss at six months (95% confidence interval [CI], 0.13-1.77%; P = 0.02), and 1.20% weight loss at 12 months (95% CI, 0.05-2.36%; P = 0.04).","Among adults with type 2 diabetes, a group-based lifestyle intervention in a community-based setting achieved modest weight loss at 6 and 12 months.",Support
2984,AbstRCT_mixed_28291960,"AS-OCT showed that ologen-induced blebs had significantly more fluid-filled spaces, cleavage planes, and less fibrosis.","Ologen resulted in a lower long-term postoperative IOP, a better bleb morphology, and fewer complications.",Support
